Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year,Target
single,44,1,9254,daytime,39.0,130.0,PT,39.0,39,194,193,130.0,1,female,0,23.0,0,0,6,12,3,11.5,0,2017,Enrolled
divorced,39,1,9853,daytime,19.0,133.1,PT,38.0,19,9,9,108.0,1,male,0,33.0,0,0,7,7,7,12.857142857142858,0,2017,Enrolled
single,1,3,9670,daytime,1.0,120.0,PT,37.0,37,7,7,111.3,0,female,0,19.0,0,0,5,7,3,11.333333333333334,0,2009,Enrolled
single,17,3,9119,daytime,1.0,120.0,PT,1.0,19,9,3,116.9,1,female,0,18.0,0,0,5,10,3,12.0,0,2017,Enrolled
single,44,1,9085,daytime,39.0,130.0,PT,2.0,2,6,6,130.0,0,female,0,20.0,0,2,6,10,5,13.2,0,2015,Enrolled
single,1,1,9147,daytime,1.0,129.0,PT,37.0,37,9,7,117.8,0,male,1,19.0,0,0,5,6,4,11.0,0,2010,Enrolled
married,39,1,9147,daytime,1.0,140.0,PT,37.0,37,6,10,131.8,0,male,0,35.0,0,0,5,6,4,14.2,0,2010,Enrolled
single,44,1,9119,daytime,39.0,130.0,PT,3.0,19,3,4,130.0,0,female,0,20.0,0,0,5,12,1,13.0,0,2015,Enrolled
single,44,1,9085,daytime,39.0,130.0,PT,3.0,1,2,9,130.0,0,male,0,21.0,0,1,6,13,3,11.75,0,2015,Enrolled
single,17,2,9853,daytime,1.0,150.0,PT,37.0,37,5,6,132.5,0,male,0,22.0,0,0,6,9,4,12.25,0,2010,Enrolled
single,44,1,9119,daytime,39.0,150.0,PT,19.0,3,5,2,150.0,0,female,0,20.0,0,0,5,16,0,0.0,0,2011,Enrolled
single,1,1,9147,daytime,1.0,138.0,PT,37.0,37,194,171,131.0,0,male,0,19.0,0,0,5,9,4,11.0,0,2015,Enrolled
married,39,2,9147,daytime,1.0,140.0,PT,37.0,37,9,8,108.0,0,male,0,50.0,0,0,5,12,3,13.333333333333334,1,2009,Enrolled
single,39,1,9119,daytime,19.0,133.1,PT,19.0,19,5,3,100.9,0,female,0,24.0,0,0,5,9,1,12.0,0,2010,Enrolled
single,1,1,9085,daytime,1.0,135.0,PT,19.0,38,9,5,136.8,0,male,0,18.0,0,0,5,11,5,14.0,3,2009,Enrolled
single,1,1,9500,daytime,1.0,138.0,PT,38.0,1,9,4,127.5,0,male,0,19.0,0,0,7,10,5,12.94,0,2013,Enrolled
single,1,1,9085,daytime,1.0,135.0,PT,1.0,2,9,1,134.3,0,male,0,19.0,0,0,5,7,5,14.2,2,2011,Enrolled
single,1,3,9500,daytime,1.0,125.0,PT,3.0,1,4,4,119.4,0,male,0,19.0,0,0,7,10,6,12.471428571428572,0,2015,Enrolled
single,1,1,9085,daytime,1.0,133.1,PT,3.0,1,4,9,105.0,0,female,0,21.0,0,0,6,15,3,11.25,0,2015,Enrolled
married,43,1,9991,evening,1.0,140.0,PT,37.0,37,3,10,107.8,0,male,0,33.0,0,8,10,15,8,10.375,0,2008,Enrolled
single,39,1,9991,evening,12.0,133.1,PT,37.0,37,9,9,121.5,0,female,0,38.0,0,0,5,11,2,10.5,0,2008,Enrolled
single,1,2,9070,daytime,1.0,129.0,PT,1.0,1,4,9,132.9,0,female,1,20.0,0,0,6,9,6,11.375,0,2008,Enrolled
single,53,1,9070,daytime,1.0,130.0,PT,40.0,19,3,5,130.0,0,male,1,22.0,0,0,6,8,6,11.0,0,2017,Enrolled
married,39,1,9991,evening,1.0,150.0,PT,1.0,4,4,2,146.0,0,female,0,34.0,0,0,5,5,5,14.2,0,2011,Enrolled
married,39,1,9238,daytime,19.0,133.1,PT,37.0,37,9,9,130.0,0,male,0,20.0,0,0,6,11,0,0.0,0,2009,Enrolled
single,1,1,9254,daytime,1.0,125.0,PT,37.0,37,9,9,122.9,0,female,1,19.0,0,0,6,7,6,11.166666666666666,0,2010,Enrolled
single,44,1,9085,daytime,39.0,140.0,PT,1.0,19,9,9,140.0,0,male,0,20.0,0,1,6,13,6,12.555555555555555,0,2013,Enrolled
single,17,1,9119,daytime,1.0,127.0,PT,19.0,1,4,5,115.8,0,female,0,20.0,0,0,5,10,4,11.5,0,2014,Enrolled
single,1,2,9773,daytime,1.0,133.1,PT,38.0,19,4,7,98.0,0,female,1,19.0,0,0,6,8,4,12.0,0,2012,Enrolled
single,1,1,9254,daytime,1.0,116.0,PT,38.0,38,5,8,110.8,0,male,0,18.0,0,0,6,8,6,12.166666666666666,0,2016,Graduate
married,43,1,9147,daytime,1.0,130.0,PT,19.0,37,7,10,138.0,0,male,0,34.0,0,12,15,17,12,11.916666666666666,0,2008,Graduate
single,1,2,9670,daytime,1.0,130.0,PT,26.0,30,0,5,128.6,1,male,0,19.0,0,0,5,8,4,12.25,0,2008,Graduate
single,1,1,9238,daytime,1.0,134.0,PT,1.0,19,4,9,129.8,0,male,1,20.0,0,0,6,6,6,11.666666666666666,0,2012,Graduate
single,1,3,9238,daytime,1.0,126.0,PT,19.0,19,5,8,120.8,0,male,0,19.0,0,0,6,7,6,12.285714285714286,0,2015,Graduate
single,1,1,9500,daytime,1.0,149.0,PT,19.0,37,9,9,139.5,0,female,1,18.0,0,0,8,8,8,15.3,0,2009,Graduate
single,1,1,9773,daytime,1.0,140.0,PT,19.0,38,9,9,132.0,0,female,1,18.0,0,0,6,6,5,12.0,0,2011,Graduate
single,1,1,9773,daytime,1.0,125.0,PT,19.0,1,9,9,130.6,0,male,1,18.0,0,0,6,6,6,13.5,0,2017,Graduate
single,1,1,171,daytime,1.0,145.0,PT,1.0,19,10,5,150.6,0,female,0,18.0,0,0,0,0,0,0.0,0,2010,Graduate
single,17,1,9853,daytime,1.0,141.0,PT,19.0,19,9,8,142.8,0,male,1,19.0,0,0,7,7,7,14.428571428571429,0,2013,Graduate
married,43,1,9853,daytime,1.0,110.0,PT,37.0,37,7,7,100.0,0,female,0,40.0,0,0,2,4,1,16.0,0,2014,Graduate
married,39,1,171,daytime,12.0,110.0,PT,37.0,37,7,7,106.0,0,f,0,36.0,0,0,0,0,0,0.0,0,2008,Graduate
single,1,1,9070,daytime,1.0,131.0,PT,37.0,37,3,3,131.7,0,male,0,20.0,0,0,6,6,6,12.166666666666666,0,2011,Graduate
single,1,2,9500,daytime,1.0,143.0,PT,5.0,5,2,2,137.8,0,female,0,19.0,0,0,7,10,6,13.492857142857144,0,2015,Graduate
single,1,1,9085,daytime,1.0,133.1,PT,37.0,38,7,5,106.0,0,male,1,21.0,0,0,6,13,6,16.153846153846153,0,2012,Graduate
married,1,1,9556,daytime,1.0,144.0,PT,19.0,19,193,144,139.8,1,female,0,24.0,0,0,7,7,7,12.271428571428572,0,2010,Graduate
married,7,1,9991,evening,43.0,140.0,PT,40.0,5,3,3,140.0,0,male,0,23.0,0,2,6,7,6,15.333333333333334,0,2016,Graduate
single,1,1,9147,daytime,1.0,131.0,PT,38.0,38,9,9,126.5,0,male,1,18.0,0,0,5,5,5,10.6,0,2015,Graduate
single,1,1,9070,daytime,1.0,116.0,PT,1.0,1,1,1,110.8,0,male,0,20.0,0,0,6,6,6,12.833333333333334,0,2015,Graduate
single,17,1,9238,daytime,1.0,135.0,PT,19.0,19,4,4,129.1,0,male,0,19.0,0,0,6,6,6,14.666666666666666,0,2012,Graduate
single,17,1,9070,daytime,1.0,135.0,PT,37.0,19,9,9,125.2,0,male,0,19.0,0,0,6,6,6,14.333333333333334,0,2011,Graduate
single,7,1,9238,daytime,40.0,130.0,PT,37.0,37,5,5,130.0,0,female,0,37.0,0,11,16,23,15,11.733333333333333,0,2012,Graduate
single,1,2,9085,daytime,1.0,122.0,PT,3.0,1,4,7,116.1,0,male,0,18.0,0,0,6,13,6,13.153846153846152,0,2007,Graduate
single,39,1,9500,daytime,40.0,130.0,PT,1.0,1,4,4,190.0,0,male,0,27.0,0,1,7,7,7,14.757142857142856,0,2013,Graduate
single,1,3,9070,daytime,1.0,118.0,PT,43.0,3,123,123,110.0,1,female,0,19.0,0,0,6,6,6,12.0,0,2017,Graduate
single,1,1,9773,daytime,1.0,125.0,PT,38.0,38,9,9,133.4,0,female,1,20.0,0,0,6,8,6,12.0,0,2014,Graduate
single,1,2,9500,daytime,1.0,140.0,PT,1.0,1,4,10,128.3,0,male,0,19.0,0,0,8,8,7,12.764285714285714,0,2010,Graduate
single,15,1,9147,daytime,1.0,130.0,ST,1.0,1,2,3,130.0,0,male,0,19.0,1,0,5,10,4,12.0,0,2016,Graduate
single,1,1,9238,daytime,1.0,117.0,PT,38.0,38,175,183,113.2,1,male,0,20.0,0,0,6,8,6,10.666666666666666,0,2016,Graduate
single,39,1,8014,evening,1.0,133.1,PT,37.0,37,9,9,112.5,0,male,1,30.0,0,0,7,7,6,14.666666666666666,1,2010,Graduate
single,44,1,9003,daytime,39.0,130.0,PT,19.0,37,9,9,130.0,0,female,0,23.0,0,0,6,8,6,12.571428571428571,0,2017,Graduate
single,1,1,9500,daytime,1.0,140.0,PT,1.0,19,9,9,128.8,0,female,0,18.0,0,0,7,7,6,13.391666666666666,0,2015,Graduate
single,1,4,171,daytime,1.0,146.0,PT,1.0,1,9,5,151.3,0,male,1,19.0,0,6,12,12,12,12.75,0,2017,Graduate
single,1,2,9254,daytime,1.0,121.0,PT,37.0,37,9,9,124.2,0,male,1,18.0,0,0,6,8,6,10.571428571428571,0,2013,Graduate
single,18,1,9500,daytime,1.0,135.0,PT,1.0,38,4,5,127.5,0,male,1,19.0,0,0,7,8,6,13.741666666666667,0,2013,Graduate
single,1,2,9500,daytime,1.0,138.0,PT,3.0,3,2,2,127.5,0,male,1,18.0,0,0,7,7,7,14.485714285714286,0,2013,Graduate
married,39,1,8014,evening,1.0,150.0,PT,37.0,37,9,9,140.0,0,female,0,35.0,0,0,6,6,6,14.0,0,2009,Graduate
single,1,1,9238,daytime,1.0,117.0,PT,1.0,19,4,7,113.5,0,male,1,18.0,0,0,6,6,6,13.166666666666666,0,2016,Graduate
single,1,3,9085,daytime,1.0,138.0,PT,1.0,3,4,4,126.3,0,male,0,18.0,0,0,6,8,6,14.0,0,2017,Graduate
single,1,3,9130,daytime,1.0,167.0,PT,37.0,37,90,90,159.3,0,male,0,19.0,0,0,5,7,5,14.714285714285714,0,2008,Graduate
single,17,1,9254,daytime,1.0,116.0,PT,19.0,19,9,8,119.9,0,male,0,20.0,0,0,6,6,6,12.333333333333334,0,2015,Graduate
single,1,1,9773,daytime,1.0,120.0,PT,36.0,37,0,0,126.7,0,female,0,20.0,0,0,6,9,5,12.6,0,2008,Graduate
single,1,2,9500,daytime,1.0,142.0,PT,37.0,37,9,7,132.7,0,male,1,19.0,0,0,7,8,7,14.7875,0,2014,Graduate
single,1,2,9238,daytime,1.0,100.0,PT,38.0,1,7,7,99.3,0,male,0,21.0,0,0,6,8,5,12.4,0,2015,Graduate
single,17,6,9119,daytime,1.0,124.0,PT,19.0,19,4,0,126.1,0,female,0,20.0,0,0,5,7,4,13.0,0,2008,Graduate
single,1,1,9238,daytime,1.0,128.0,PT,19.0,19,0,5,120.3,0,male,0,19.0,0,0,6,12,2,13.0,0,2008,Graduate
single,1,1,9070,daytime,1.0,137.0,PT,37.0,37,9,9,126.2,0,male,1,19.0,0,0,6,6,6,13.0,0,2010,Graduate
single,17,5,9070,daytime,1.0,133.0,PT,4.0,1,4,4,132.0,0,male,1,17.0,0,0,6,6,6,13.0,0,2012,Graduate
single,1,1,9773,daytime,1.0,125.0,PT,19.0,38,3,5,115.9,0,male,0,19.0,0,0,6,13,4,11.75,0,2010,Graduate
single,1,1,9500,daytime,1.0,148.0,PT,3.0,3,2,2,137.3,0,male,0,19.0,0,0,7,7,6,14.266666666666666,0,2008,Graduate
single,39,1,9254,daytime,1.0,170.0,PT,37.0,37,4,6,138.3,0,male,0,33.0,0,5,10,14,9,12.416666666666666,0,2010,Graduate
single,1,3,9147,daytime,1.0,115.0,PT,1.0,38,3,8,109.8,0,male,1,19.0,0,0,5,5,5,13.4,0,2017,Graduate
single,1,1,9070,daytime,1.0,133.1,PT,1.0,1,9,9,155.0,0,male,1,21.0,0,0,6,7,5,13.0,0,2013,Graduate
married,39,1,9991,evening,19.0,133.1,PT,37.0,37,9,9,150.3,0,male,0,47.0,0,0,5,5,5,14.8,0,2008,Graduate
single,1,1,9147,daytime,1.0,102.0,PT,38.0,38,9,9,99.6,0,male,1,21.0,0,0,5,10,5,13.714285714285714,0,2016,Graduate
single,5,2,9853,daytime,1.0,124.0,PT,19.0,19,3,3,113.9,0,male,1,19.0,0,0,6,8,6,12.666666666666666,0,2011,Graduate
single,1,4,9070,daytime,1.0,167.0,PT,1.0,1,7,3,158.3,0,male,0,18.0,0,0,6,6,6,15.166666666666666,0,2012,Graduate
single,1,2,9773,daytime,1.0,150.0,BR,1.0,37,9,7,130.8,0,male,1,20.0,1,0,6,9,5,11.8,0,2012,Graduate
single,17,5,9085,daytime,1.0,118.0,PT,1.0,38,4,7,122.2,0,male,1,20.0,0,0,6,7,6,15.428571428571429,0,2014,Graduate
single,1,1,9130,daytime,1.0,127.0,PT,1.0,1,4,4,120.4,0,male,0,18.0,0,0,6,9,6,15.125,0,2014,Graduate
single,1,1,9238,daytime,1.0,126.0,PT,38.0,38,7,8,126.7,0,male,0,19.0,0,0,6,11,4,12.75,0,2008,Graduate
single,43,1,9130,daytime,1.0,140.0,PT,3.0,3,2,2,140.0,0,male,0,20.0,0,10,17,29,14,12.5625,4,2012,Graduate
single,17,1,9003,daytime,1.0,125.0,PT,3.0,3,2,2,100.0,0,female,0,27.0,0,16,18,19,18,12.22222222222222,0,2012,Graduate
single,1,1,9085,daytime,1.0,134.0,PT,38.0,19,9,4,128.4,0,male,1,19.0,0,0,5,7,5,12.5,0,2010,Graduate
single,1,3,9500,daytime,1.0,133.1,PT,19.0,19,5,5,108.5,0,male,0,20.0,0,0,7,9,7,12.60625,0,2015,Graduate
single,44,1,9670,daytime,39.0,110.0,PT,37.0,1,9,4,110.0,0,male,1,20.0,0,2,6,9,6,12.125,0,2016,Graduate
single,1,1,9556,daytime,1.0,123.0,PT,19.0,19,4,9,113.8,0,male,0,18.0,0,0,7,9,7,11.155555555555557,0,2011,Graduate
divorced,39,1,9147,daytime,1.0,140.0,PT,37.0,37,9,9,142.8,0,male,0,43.0,0,0,5,5,5,16.4,0,2008,Graduate
single,1,1,9500,daytime,1.0,141.0,PT,19.0,38,5,7,125.5,0,male,0,18.0,0,0,8,10,8,12.86,2,2009,Graduate
single,53,1,9085,daytime,42.0,150.0,PT,1.0,19,4,8,145.2,0,male,0,20.0,0,7,11,13,11,14.615384615384617,0,2017,Graduate
single,7,1,9991,evening,3.0,130.0,PT,3.0,19,2,3,133.9,0,male,0,28.0,0,0,5,7,5,13.714285714285714,0,2013,Graduate
single,1,1,9238,daytime,1.0,168.0,PT,37.0,37,9,9,149.5,0,male,0,18.0,0,0,6,10,6,17.0,0,2015,Graduate
single,1,2,9254,daytime,1.0,131.0,PT,4.0,3,7,4,126.1,0,male,0,18.0,0,0,6,8,6,12.142857142857142,0,2017,Graduate
single,1,1,171,daytime,1.0,149.0,PT,1.0,1,9,3,156.0,0,male,0,18.0,0,0,0,0,0,0.0,0,2010,Graduate
single,44,1,9003,daytime,39.0,150.0,PT,19.0,37,6,6,150.0,1,male,1,19.0,0,0,6,9,6,14.333333333333334,0,2014,Graduate
single,42,1,9238,daytime,1.0,133.1,PT,1.0,19,4,9,134.0,0,male,0,21.0,0,10,13,21,11,13.272727272727272,0,2008,Graduate
married,39,1,9003,daytime,1.0,140.0,PT,37.0,37,9,6,104.8,0,male,0,46.0,0,14,19,24,19,12.210526315789474,0,2012,Graduate
single,44,1,9003,daytime,39.0,160.0,PT,37.0,38,9,7,160.0,0,male,1,19.0,0,0,6,7,6,15.333333333333334,0,2012,Graduate
divorced,39,1,9773,daytime,19.0,133.1,PT,37.0,37,9,1,117.5,0,male,0,39.0,0,0,6,10,4,11.25,0,2010,Graduate
single,1,1,9500,daytime,1.0,127.0,PT,19.0,37,9,7,123.9,0,male,1,18.0,0,0,7,9,7,12.855555555555554,0,2012,Graduate
single,1,3,9238,daytime,1.0,125.0,PT,19.0,1,9,10,123.6,0,male,0,20.0,0,0,6,10,4,11.0,0,2009,Graduate
married,39,2,9147,daytime,1.0,130.0,PT,19.0,37,4,7,140.0,0,female,0,34.0,0,0,5,10,3,11.666666666666666,1,2009,Graduate
single,17,4,9500,daytime,1.0,140.0,PT,1.0,1,3,3,127.6,0,male,0,23.0,0,0,7,7,6,13.796666666666669,0,2015,Graduate
single,17,2,9773,daytime,1.0,133.1,PT,3.0,1,4,5,115.0,0,male,0,19.0,0,0,6,6,6,12.833333333333334,0,2013,Graduate
single,1,1,9500,daytime,1.0,136.0,PT,1.0,1,4,4,123.8,0,male,0,19.0,0,0,7,10,6,11.614285714285714,0,2014,Graduate
single,17,1,9238,daytime,1.0,134.0,PT,38.0,19,7,7,124.2,0,male,1,21.0,0,0,6,11,4,11.25,0,2012,Graduate
single,1,1,9238,daytime,1.0,132.0,PT,37.0,37,9,5,135.9,0,male,0,18.0,0,0,6,11,5,12.4,0,2009,Graduate
single,1,3,9500,daytime,1.0,150.0,PT,19.0,38,1,1,130.8,0,male,0,18.0,0,0,8,8,7,13.614285714285714,0,2011,Graduate
single,1,4,9070,daytime,1.0,136.0,PT,37.0,37,9,8,136.7,0,male,0,20.0,0,0,6,6,4,13.5,0,2010,Graduate
single,17,1,9070,daytime,1.0,157.0,PT,3.0,3,3,3,146.2,0,female,0,18.0,0,0,6,6,6,16.0,0,2015,Graduate
single,1,4,9500,daytime,1.0,136.0,PT,37.0,37,9,9,126.3,0,male,1,18.0,0,0,7,7,6,11.6,0,2008,Graduate
single,17,1,9238,daytime,1.0,123.0,PT,1.0,1,9,9,115.7,0,male,0,21.0,0,0,6,8,6,12.166666666666666,0,2016,Graduate
married,39,1,9500,daytime,3.0,130.0,PT,1.0,1,4,6,126.0,0,female,0,32.0,0,0,7,7,7,13.62857142857143,0,2014,Graduate
single,43,2,9556,daytime,1.0,120.0,PT,1.0,19,4,3,110.2,0,male,0,27.0,0,0,7,9,7,12.228571428571428,0,2010,Graduate
single,43,1,9500,daytime,1.0,140.0,PT,1.0,38,4,7,100.0,0,male,1,18.0,0,0,7,8,7,13.6375,0,2014,Graduate
single,44,1,9085,daytime,39.0,160.0,PT,37.0,37,9,9,160.0,0,male,0,20.0,0,1,6,7,6,14.166666666666666,0,2015,Graduate
single,1,1,9670,daytime,1.0,140.0,PT,19.0,19,5,9,131.3,0,male,1,20.0,0,0,6,6,6,13.5,0,2010,Graduate
single,17,6,9500,daytime,1.0,143.0,PT,38.0,1,9,10,127.3,0,male,0,18.0,0,0,7,8,7,12.217142857142855,0,2016,Graduate
single,1,5,9254,daytime,1.0,126.0,PT,19.0,19,4,7,116.6,0,male,0,20.0,0,0,6,9,5,11.6,0,2014,Graduate
single,1,4,9254,daytime,1.0,105.0,PT,1.0,19,9,6,106.1,0,male,0,20.0,0,0,6,8,5,11.0,0,2014,Graduate
single,1,5,9500,daytime,1.0,137.0,PT,38.0,38,4,8,126.5,0,male,0,18.0,0,0,8,8,8,13.76375,0,2009,Graduate
single,1,1,9670,daytime,1.0,123.0,PT,12.0,1,9,9,119.2,0,male,1,18.0,0,0,6,8,5,13.5,0,2015,Graduate
single,39,1,8014,evening,1.0,133.1,PT,37.0,37,9,9,97.0,0,male,1,35.0,0,0,6,8,6,10.833333333333334,0,2010,Graduate
single,1,1,9085,daytime,1.0,138.0,PT,1.0,3,9,1,123.0,0,male,0,19.0,0,1,6,14,6,15.538461538461538,0,2012,Graduate
single,1,1,9070,daytime,1.0,116.0,PT,1.0,12,5,8,110.4,0,female,0,19.0,0,0,6,6,6,11.5,0,2017,Graduate
single,1,5,9500,daytime,1.0,130.0,PT,19.0,1,9,5,122.1,0,male,1,19.0,0,0,7,8,7,11.678571428571429,0,2015,Graduate
single,1,1,171,daytime,1.0,143.0,PT,12.0,12,4,1,155.3,0,male,0,18.0,0,0,0,0,0,0.0,0,2016,Graduate
single,17,1,9238,daytime,1.0,131.0,PT,37.0,37,9,7,121.9,0,male,1,19.0,0,0,6,8,6,13.75,0,2013,Graduate
single,1,1,9238,daytime,1.0,108.0,PT,19.0,38,9,7,110.5,0,male,1,22.0,0,0,6,6,6,12.166666666666666,0,2015,Graduate
single,17,1,9670,daytime,1.0,133.1,PT,1.0,19,141,114,140.0,0,male,0,22.0,0,0,6,6,6,15.166666666666666,0,2014,Graduate
single,1,1,9238,daytime,1.0,141.0,PT,38.0,19,9,10,125.6,0,male,1,18.0,0,0,6,6,6,12.666666666666666,0,2009,Graduate
single,17,1,9147,daytime,1.0,136.0,PT,1.0,1,4,4,124.1,0,male,0,18.0,0,0,5,8,5,12.4,0,2017,Graduate
single,1,1,9670,daytime,1.0,131.0,PT,1.0,1,4,9,122.3,0,female,0,19.0,0,0,5,6,5,11.5,0,2009,Graduate
single,1,1,9130,daytime,1.0,161.0,PT,1.0,19,4,4,152.3,0,male,0,18.0,0,0,6,7,6,15.571428571428571,0,2016,Graduate
single,1,1,9085,daytime,1.0,129.0,PT,19.0,37,9,9,117.5,0,male,0,19.0,0,0,5,9,5,13.6,1,2011,Graduate
single,1,1,9085,daytime,1.0,142.0,PT,1.0,1,9,9,127.7,0,female,0,19.0,0,0,5,9,5,12.6,1,2011,Graduate
facto union,43,1,9991,evening,3.0,130.0,PT,3.0,3,1,1,130.0,0,male,0,41.0,0,5,10,14,10,14.636363636363637,0,2013,Graduate
married,39,1,9991,evening,1.0,120.0,PT,38.0,38,1,4,138.7,0,female,0,43.0,0,0,5,5,5,13.8,0,2010,Graduate
single,39,1,9670,daytime,1.0,133.1,PT,1.0,19,4,9,140.0,0,female,1,25.0,0,0,6,8,6,12.285714285714286,0,2012,Graduate
single,1,1,171,daytime,1.0,141.0,PT,1.0,38,4,8,136.8,0,male,1,18.0,0,0,0,0,0,0.0,0,2014,Graduate
single,1,1,9147,daytime,1.0,127.0,PT,1.0,19,5,7,130.5,0,male,1,21.0,0,0,5,6,5,12.8,1,2009,Graduate
single,1,1,9238,daytime,1.0,135.0,PT,19.0,38,3,9,136.1,0,male,1,18.0,0,0,6,6,6,14.0,0,2015,Graduate
single,1,1,9500,daytime,1.0,132.0,PT,38.0,37,9,7,122.0,0,male,1,20.0,0,0,8,8,7,13.817142857142857,0,2010,Graduate
single,44,1,171,daytime,39.0,150.0,PT,4.0,4,2,2,150.0,0,female,0,25.0,0,0,0,0,0,0.0,0,2012,Graduate
single,43,4,9500,daytime,6.0,134.0,PT,37.0,37,9,9,129.8,0,male,0,20.0,0,0,7,7,6,14.85,0,2008,Graduate
single,17,1,9773,daytime,1.0,161.0,PT,1.0,19,4,7,148.4,0,male,1,19.0,0,0,6,6,6,13.833333333333334,0,2012,Graduate
single,44,1,8014,evening,39.0,120.0,PT,19.0,37,7,6,121.8,0,male,0,22.0,0,3,6,6,6,12.5,0,2015,Graduate
single,1,4,9238,daytime,1.0,134.0,PT,38.0,19,7,7,128.4,0,male,1,18.0,0,0,6,6,6,12.5,0,2010,Graduate
single,1,6,9500,daytime,1.0,134.0,PT,38.0,38,9,9,122.0,0,female,0,19.0,0,0,8,8,7,12.2,0,2011,Graduate
single,16,2,9085,daytime,1.0,136.0,PT,37.0,37,9,9,123.4,0,male,1,19.0,0,0,5,8,5,13.166666666666666,2,2009,Graduate
single,44,1,8014,evening,39.0,150.0,PT,1.0,37,9,7,146.7,0,male,1,21.0,0,3,6,6,6,14.666666666666666,0,2015,Graduate
single,1,6,9500,daytime,1.0,118.0,PT,38.0,38,5,5,114.2,0,male,0,20.0,0,0,7,9,6,13.683333333333332,0,2016,Graduate
single,1,4,9500,daytime,1.0,140.0,PT,19.0,19,7,7,129.5,0,male,0,18.0,0,0,8,8,7,12.324285714285711,0,2010,Graduate
single,1,6,9500,daytime,1.0,122.0,PT,19.0,37,3,5,116.6,1,female,1,20.0,0,0,7,7,7,13.314285714285717,0,2015,Graduate
single,43,1,9070,daytime,1.0,114.0,PT,19.0,38,9,7,135.9,0,female,0,26.0,0,9,14,14,14,14.0,0,2012,Graduate
single,17,1,9147,daytime,1.0,131.0,PT,1.0,37,3,7,120.2,0,male,0,19.0,0,0,5,10,5,13.285714285714286,0,2011,Graduate
single,17,1,9119,daytime,1.0,148.0,PT,1.0,38,4,5,148.7,0,female,0,18.0,0,0,5,6,5,16.2,0,2017,Graduate
single,17,4,9773,daytime,1.0,134.0,PT,1.0,1,3,3,120.4,0,male,1,18.0,0,0,6,6,6,12.333333333333334,0,2013,Graduate
married,43,1,9670,daytime,1.0,100.0,PT,34.0,34,0,0,128.2,0,female,0,32.0,0,6,10,12,10,11.4,0,2008,Graduate
single,42,1,9085,daytime,39.0,150.0,PT,1.0,1,4,7,150.0,0,male,0,26.0,0,11,18,45,18,11.833333333333334,10,2012,Graduate
single,17,5,9853,daytime,1.0,141.0,PT,3.0,19,2,7,130.9,0,male,0,18.0,0,0,6,7,6,13.5,0,2008,Graduate
single,39,1,8014,evening,40.0,140.0,PT,19.0,37,5,9,148.0,0,male,0,37.0,0,7,11,11,11,13.727272727272728,0,2015,Graduate
single,1,1,9147,daytime,1.0,131.0,PT,38.0,19,9,9,130.0,0,female,0,19.0,0,0,5,5,5,12.8,0,2010,Graduate
single,1,1,9238,daytime,1.0,150.0,PT,19.0,37,5,4,142.7,0,male,1,18.0,0,0,6,6,6,14.666666666666666,0,2009,Graduate
single,17,3,9500,daytime,1.0,138.0,PT,19.0,19,7,8,129.3,0,male,1,18.0,0,0,7,8,6,13.271666666666668,0,2015,Graduate
single,39,1,9991,evening,1.0,150.0,PT,1.0,37,4,6,120.0,0,female,0,25.0,0,0,5,6,4,10.5,0,2009,Graduate
single,1,5,9500,daytime,1.0,142.0,PT,38.0,37,5,7,128.8,0,male,0,18.0,0,0,7,7,6,14.233333333333334,0,2008,Graduate
single,16,2,9500,daytime,1.0,127.0,PT,2.0,38,4,9,119.0,0,male,1,19.0,0,0,8,12,7,12.599999999999998,0,2010,Graduate
single,1,3,9556,daytime,1.0,132.0,PT,38.0,37,7,7,119.0,0,male,0,19.0,0,0,7,9,7,11.677777777777775,0,2011,Graduate
single,1,2,9238,daytime,1.0,129.0,PT,38.0,1,4,10,129.4,0,male,0,18.0,0,0,6,7,6,12.333333333333334,0,2009,Graduate
married,39,1,9003,daytime,1.0,133.1,PT,37.0,37,8,7,150.0,0,female,0,31.0,0,0,6,10,6,15.0,0,2014,Graduate
single,1,1,9773,daytime,1.0,121.0,PT,1.0,38,4,9,114.4,0,male,1,18.0,0,0,6,6,6,12.666666666666666,0,2016,Graduate
single,17,1,9500,daytime,1.0,147.0,PT,1.0,1,5,5,134.9,0,male,0,18.0,0,0,7,7,7,13.642857142857142,0,2013,Graduate
single,17,1,9070,daytime,1.0,135.0,PT,19.0,37,5,9,145.9,0,male,1,18.0,0,0,6,6,6,12.666666666666666,0,2013,Graduate
single,1,2,9238,daytime,1.0,134.0,PT,1.0,19,4,5,126.0,0,male,0,18.0,0,0,6,10,4,11.0,0,2010,Graduate
single,43,1,9991,evening,1.0,150.0,PT,3.0,3,4,4,100.0,0,female,0,24.0,0,0,5,10,4,11.5,0,2014,Graduate
single,1,1,9238,daytime,1.0,116.0,PT,38.0,38,9,6,116.4,0,male,0,18.0,0,0,6,6,6,13.166666666666666,0,2017,Graduate
